"","Ref","OxygenCons","Weight","Temperature","SpecCode","MetabolicLevel","AppliedStress","OxygenRefNo","Species","Genus","Subfamily","Family","Order","Class","SuperClass","Brack","Saltwater","DemersPelag"
"5333","fishbase",0.028,2e-04,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5334","fishbase",0.03298,0.00034,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5335","fishbase",0.04141,0.00041,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5336","fishbase",0.03936,0.00048,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5337","fishbase",0.06893,0.00061,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5338","fishbase",0.03906,0.00063,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5339","fishbase",0.05916,0.00068,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5340","fishbase",0.06552,0.00091,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5341","fishbase",0.09804,0.00129,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5342","fishbase",0.0972,0.0018,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5343","fishbase",0.14852,0.00188,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5344","fishbase",0.16036,0.00211,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5345","fishbase",0.1694,0.0022,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5346","fishbase",0.132,0.0024,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5347","fishbase",0.1536,0.0024,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5348","fishbase",0.21097,0.00289,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5349","fishbase",0.17873,0.00293,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5350","fishbase",0.21096,0.00293,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5351","fishbase",0.14256,0.00324,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5352","fishbase",0.07544,0.00328,15,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5353","fishbase",0.10496,0.00328,15,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5354","fishbase",0.13448,0.00328,15,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5355","fishbase",0.14432,0.00328,15,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5356","fishbase",0.15744,0.00328,15,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5357","fishbase",0.164,0.00328,15,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5358","fishbase",0.18368,0.00328,15,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5359","fishbase",0.22356,0.00414,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5360","fishbase",0.27848,0.00472,15,3854,"standard","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5361","fishbase",0.343,0.01,10,3854,"routine","none specified",2203,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5362","fishbase",1.02,0.01,24,3854,"routine","none specified",2203,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5363","fishbase",2.38,0.014,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5364","fishbase",2.52,0.014,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5365","fishbase",2.8,0.014,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5366","fishbase",3.64,0.014,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5367","fishbase",3.92,0.014,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5368","fishbase",1.136,0.0142,11,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5369","fishbase",1.988,0.0142,15,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5370","fishbase",3.408,0.0142,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5371","fishbase",3.692,0.0142,24.4,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5372","fishbase",4.118,0.0142,28.6,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5373","fishbase",0.094021,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5374","fishbase",0.65798,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5375","fishbase",0.75317,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5376","fishbase",0.84669,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5377","fishbase",0.94021,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5378","fishbase",0.98864,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5379","fishbase",1.0354,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5380","fishbase",1.08216,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5381","fishbase",1.22244,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5382","fishbase",1.27087,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5383","fishbase",1.41115,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5384","fishbase",1.50467,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5385","fishbase",1.64662,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5386","fishbase",1.6867,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5387","fishbase",1.7869,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5388","fishbase",1.837,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5389","fishbase",1.8871,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5390","fishbase",1.9706,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5391","fishbase",2.0207,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5392","fishbase",2.0708,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5393","fishbase",2.1209,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5394","fishbase",2.2545,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5395","fishbase",2.3046,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5396","fishbase",2.4048,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5397","fishbase",2.5885,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5398","fishbase",2.8724,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5399","fishbase",2.9225,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5400","fishbase",3.2398,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5401","fishbase",3.2899,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5402","fishbase",3.4736,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5403","fishbase",3.5738,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5404","fishbase",3.7241,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5405","fishbase",4.1917,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5406","fishbase",4.2418,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5407","fishbase",5.6446,0.0167,20,3854,"routine","none specified",2120,"Gillichthys mirabilis","Gillichthys","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5482","fishbase",1.6371,0.0153,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5484","fishbase",3.37902,0.0398,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5485","fishbase",3.51036,0.0398,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5486","fishbase",5.15527,0.0631,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5487","fishbase",3.52275,0.0825,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5488","fishbase",4.77675,0.0825,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5489","fishbase",4.42628,0.0926,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5490","fishbase",5.1688,0.104,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5491","fishbase",7.268,0.158,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5492","fishbase",7.59,0.165,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5493","fishbase",7.9,0.2,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5494","fishbase",9.56,0.2,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5495","fishbase",9.2064,0.224,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5496","fishbase",11.5584,0.224,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5497","fishbase",14,0.224,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5498","fishbase",14.5607,0.341,10,4120,"routine","none specified",2120,"Myoxocephalus octodecemspinosus","Myoxocephalus",NA,"Cottidae","Perciformes/Cottoidei","Teleostei","Osteichthyes",1,1,"demersal"
"5509","fishbase",1.5,0.015,15,4249,"routine","none specified",2203,"Platichthys stellatus","Platichthys","Pleuronectinae","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5510","fishbase",22.244639617,0.58079999,9,4249,"standard","none specified",2120,"Platichthys stellatus","Platichthys","Pleuronectinae","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5511","fishbase",26.04139962,0.68529999,9,4249,"standard","none specified",2120,"Platichthys stellatus","Platichthys","Pleuronectinae","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5512","fishbase",38.305,1.175,11.2,4249,"standard","none specified",2120,"Platichthys stellatus","Platichthys","Pleuronectinae","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5513","fishbase",35.6025,1.175,11.5,4249,"standard","none specified",2120,"Platichthys stellatus","Platichthys","Pleuronectinae","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",1,1,"demersal"
"5514","fishbase",98.5825,1.175,20,4249,"standard","none specified",2120,"Platichthys stellatus","Platichthys","Pleuronectinae","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",1,1,"demersal"
