"","X.x","Ref","OxygenCons","Weight","Temperature","SpecCode.x","MetabolicLevel","AppliedStress","OxygenRefNo","Genus.x","Subfamily.x","Brack.x","Saltwater.x","DemersPelag.x","Species","Family.x","Order.x","Class.x","SuperClass.x","X.y","SpecCode.y","Genus.y","Subfamily.y","Brack.y","Saltwater.y","DemersPelag.y","Family.y","Order.y","Class.y","SuperClass.y","c_mm","eps_mm"
"2268",2937,"fishbase",11.496,0.1437,20,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2269",2938,"fishbase",16.5255,0.1437,25,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2270",2939,"fishbase",5.5335,0.3255,10,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271",2940,"fishbase",13.671,0.3255,15,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272",2941,"fishbase",26.3655,0.3255,20,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2273",2942,"fishbase",43.617,0.3255,25,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2274",2950,"fishbase",0.5424,0.0016,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2275",2951,"fishbase",0.7125,0.0025,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2276",2952,"fishbase",1.0792,0.0038,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2277",2953,"fishbase",0.989,0.0046,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2278",2954,"fishbase",3.31784,0.00619,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2279",2955,"fishbase",1.8177,0.0073,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2280",2956,"fishbase",1.7596,0.0083,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2281",2957,"fishbase",1.9584,0.0102,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2282",2958,"fishbase",1.804,0.011,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2283",2959,"fishbase",2.1,0.012,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2284",2960,"fishbase",1.6512,0.0129,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2285",2961,"fishbase",1.86446,0.01313,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2286",2962,"fishbase",2.0025,0.01335,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2287",2963,"fishbase",2.0655,0.0135,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2288",2964,"fishbase",2.43,0.0135,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2289",2965,"fishbase",1.77504,0.01376,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2290",2966,"fishbase",1.75336,0.01414,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2291",2967,"fishbase",1.82793,0.01417,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2292",2968,"fishbase",2.5168,0.0143,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2293",2969,"fishbase",4.32717,0.01487,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2294",2970,"fishbase",0.51,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2295",2971,"fishbase",1.14,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2296",2972,"fishbase",1.395,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2297",2973,"fishbase",1.47,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2298",2974,"fishbase",2.37,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2299",2975,"fishbase",2.58,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2300",2976,"fishbase",2.73,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2301",2977,"fishbase",2.865,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2302",2978,"fishbase",3.225,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2303",2979,"fishbase",3.435,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2304",2980,"fishbase",3.45,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2305",2981,"fishbase",3.735,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2306",2982,"fishbase",4.365,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2307",2983,"fishbase",5.145,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2308",2984,"fishbase",5.415,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2309",2985,"fishbase",3.45103,0.01507,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2310",2986,"fishbase",1.881,0.0165,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2311",2987,"fishbase",2.2125,0.0177,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2312",2988,"fishbase",3.1603,0.0187,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2313",2989,"fishbase",3.1845,0.0193,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2314",2990,"fishbase",2.856,0.0204,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2315",2991,"fishbase",2.8304,0.0232,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2316",2992,"fishbase",4.7517,0.047,22,4833,"standard","none specified",85173,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",17655,4833,"Glossogobius","Gobiinae",1,1,"benthopelagic","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",8.40174382731326,0.245484654172646
"2317",2993,"fishbase",0.0514,1e-04,20,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2318",2994,"fishbase",0.06105,0.00015,20,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2319",2995,"fishbase",0.21597,0.00023,31,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2320",2996,"fishbase",0.02571,3e-04,27,4521,"routine","none specified",2203,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2321",2997,"fishbase",0.2589,3e-04,27.5,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2322",2998,"fishbase",0.28918,0.00038,31,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2323",2999,"fishbase",0.367,5e-04,27.5,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2324",3000,"fishbase",0.40078,0.00058,31,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2325",3001,"fishbase",0.4613,7e-04,27.5,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2326",3002,"fishbase",0.50388,0.00078,31,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2327",3003,"fishbase",0.18,9e-04,20,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2328",3004,"fishbase",0.504,9e-04,27.5,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2329",3005,"fishbase",0.5346,0.00099,31,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2330",3006,"fishbase",0.5676,0.0011,27.5,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2331",3007,"fishbase",0.61513,0.00137,31,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2332",3008,"fishbase",0.429,0.0015,20,4521,"routine","none specified",2093,"Gambusia","Poeciliinae",1,0,"benthopelagic","Gambusia holbrooki","Poeciliidae","Cyprinodontiformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2333",3009,"fishbase",0.00852,1e-05,28,4885,"routine","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2334",3010,"fishbase",0.01106,1e-05,28,4885,"routine","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2335",3011,"fishbase",0.01692,2e-05,28,4885,"routine","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2336",3012,"fishbase",1.755,0.009,26,4885,"standard","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2337",3013,"fishbase",1.71,0.01,26,4885,"standard","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2338",3014,"fishbase",1.995,0.015,26,4885,"standard","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2339",3015,"fishbase",2.08,0.016,26,4885,"standard","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2340",3016,"fishbase",2.108,0.017,26,4885,"standard","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2341",3017,"fishbase",2.829,0.023,26,4885,"standard","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2342",3018,"fishbase",3.146,0.026,26,4885,"standard","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2343",3019,"fishbase",4.176,0.036,26,4885,"standard","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2344",3020,"fishbase",5.104,0.044,26,4885,"standard","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2345",3021,"fishbase",1.638,0.045,18,4885,"routine","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346",3022,"fishbase",2.637,0.045,20,4885,"routine","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2347",3023,"fishbase",3.276,0.045,24,4885,"routine","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348",3024,"fishbase",3.9825,0.045,26.5,4885,"routine","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2349",3025,"fishbase",3.4245,0.045,30,4885,"routine","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2350",3026,"fishbase",3.8385,0.045,30,4885,"routine","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2351",3027,"fishbase",4.59,0.045,30,4885,"routine","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
